pdb_id,rep,ns/day,hour/ns
3n4i_B,1,232.369,0.103
3n4i_B,2,229.447,0.105
3n4i_B,3,232.514,0.103
3t92_A,1,176.07,0.136
3t92_A,2,177.271,0.135
3t92_A,3,175.52,0.137
1x0a_A,1,184.734,0.13
1x0a_A,2,186.102,0.129
1x0a_A,3,176.956,0.136
6p5x_B,1,106.441,0.225
6p5x_B,2,112.573,0.213
6p5x_B,3,106.268,0.226
6as3_A,1,237.959,0.101
6as3_A,2,246.897,0.097
6as3_A,3,239.491,0.1
3ol4_A,1,289.07,0.083
3ol4_A,2,301.28,0.08
3ol4_A,3,271.688,0.088
6dfp_A,1,142.086,0.169
6dfp_A,2,139.09,0.173
6dfp_A,3,139.35,0.172
1feh_A,1,115.788,0.207
1feh_A,2,109.298,0.22
1feh_A,3,105.932,0.227
2z7f_I,1,500.384,0.048
2z7f_I,2,496.633,0.048
2z7f_I,3,497.576,0.048
5l0r_A,1,170.409,0.141
5l0r_A,2,170.163,0.141
5l0r_A,3,163.619,0.147
1hq0_A,1,188.3,0.127
1hq0_A,2,184.371,0.13
1hq0_A,3,180.712,0.133
3ueb_E,1,285.408,0.084
3ueb_E,2,283.131,0.085
3ueb_E,3,284.324,0.084
1sei_A,1,291.118,0.082
1sei_A,2,290.924,0.082
1sei_A,3,291.986,0.082
3l4h_A,1,318.148,0.075
3l4h_A,2,315.332,0.076
3l4h_A,3,316.437,0.076
3vkw_A,1,121.295,0.198
3vkw_A,2,118.803,0.202
3vkw_A,3,129.347,0.186
1uzp_A,1,209.556,0.115
1uzp_A,2,230.643,0.104
1uzp_A,3,223.4,0.107
3se9_G,1,130.267,0.184
3se9_G,2,131.454,0.183
3se9_G,3,131.562,0.182
6d7y_A,1,361.655,0.066
6d7y_A,2,368.254,0.065
6d7y_A,3,360.793,0.067
3nr1_A,1,178.394,0.135
3nr1_A,2,178.297,0.135
3nr1_A,3,177.143,0.135
1a62_A,1,267.505,0.09
1a62_A,2,260.223,0.092
1a62_A,3,271.083,0.089
4a56_A,1,380.169,0.063
4a56_A,2,386.957,0.062
4a56_A,3,373.922,0.064
5pal_A,1,383.744,0.063
5pal_A,2,364.956,0.066
5pal_A,3,371.842,0.065
2q7x_A,1,169.157,0.142
2q7x_A,2,181.659,0.132
2q7x_A,3,167.294,0.143
2p6h_B,1,276.533,0.087
2p6h_B,2,279.842,0.086
2p6h_B,3,273.662,0.088
1uz3_A,1,228.943,0.105
1uz3_A,2,213.339,0.112
1uz3_A,3,228.415,0.105
3dd6_A,1,174.96,0.137
3dd6_A,2,171.604,0.14
3dd6_A,3,167.801,0.143
4goe_A,1,482.154,0.05
4goe_A,2,518.351,0.046
4goe_A,3,496.198,0.048
1h2e_A,1,257.108,0.093
1h2e_A,2,258.756,0.093
1h2e_A,3,233.401,0.103
4h9n_C,1,143.469,0.167
4h9n_C,2,140.723,0.171
4h9n_C,3,145.776,0.165
4h9m_A,1,78.716,0.305
4h9m_A,2,76.818,0.312
4h9m_A,3,69.902,0.343
1nns_A,1,169.324,0.142
1nns_A,2,171.6,0.14
1nns_A,3,168.589,0.142
5b1q_B,1,83.383,0.288
5b1q_B,2,83.109,0.289
5b1q_B,3,83.359,0.288
4o6g_A,1,251.985,0.095
4o6g_A,2,263.552,0.091
4o6g_A,3,259.035,0.093
6oz1_A,1,108.007,0.222
6oz1_A,2,114.767,0.209
6oz1_A,3,114.401,0.21
7lao_A,1,180.561,0.133
7lao_A,2,188.224,0.128
7lao_A,3,193.698,0.124
1iom_A,1,126.302,0.19
1iom_A,2,123.544,0.194
1iom_A,3,120.537,0.199
2p2v_A,1,178.855,0.134
2p2v_A,2,180.209,0.133
2p2v_A,3,180.448,0.133
2qhq_A,1,285.892,0.084
2qhq_A,2,274.516,0.087
2qhq_A,3,284.864,0.084
6jwj_A,1,105.687,0.227
6jwj_A,2,104.907,0.229
6jwj_A,3,105.867,0.227
1msk_A,1,184.257,0.13
1msk_A,2,185.602,0.129
1msk_A,3,184.124,0.13
4zi3_C,1,211.423,0.114
4zi3_C,2,221.565,0.108
4zi3_C,3,224.618,0.107
2pq8_A,1,147.596,0.163
2pq8_A,2,151.085,0.159
2pq8_A,3,146.257,0.164
2op6_A,1,275.105,0.087
2op6_A,2,275.801,0.087
2op6_A,3,277.423,0.087
2b9d_B,1,462.722,0.052
2b9d_B,2,467.897,0.051
2b9d_B,3,451.195,0.053
2rbk_A,1,238.712,0.101
2rbk_A,2,243.559,0.099
2rbk_A,3,232.889,0.103
1ys1_X,1,179.078,0.134
1ys1_X,2,198.812,0.121
1ys1_X,3,181.997,0.132
2py5_B,1,124.13,0.193
2py5_B,2,115.449,0.208
2py5_B,3,116.287,0.206
1x6j_A,1,358.42,0.067
1x6j_A,2,356.098,0.067
1x6j_A,3,351.063,0.068
4u5h_G,1,424.45,0.057
4u5h_G,2,436.712,0.055
4u5h_G,3,432.481,0.055
1qxy_A,1,198.206,0.121
1qxy_A,2,225.647,0.106
1qxy_A,3,218.969,0.11
3bn0_A,1,215.387,0.111
3bn0_A,2,233.424,0.103
3bn0_A,3,220.75,0.109
1ntv_A,1,289.121,0.083
1ntv_A,2,286.097,0.084
1ntv_A,3,287.273,0.084
4ayg_B,1,74.787,0.321
4ayg_B,2,76.451,0.314
4ayg_B,3,76.238,0.315
2ppp_A,1,333.517,0.072
2ppp_A,2,362.973,0.066
2ppp_A,3,334.883,0.072
3h0n_A,1,198.155,0.121
3h0n_A,2,200.5,0.12
3h0n_A,3,201.977,0.119
5kdv_A,1,82.929,0.289
5kdv_A,2,77.942,0.308
5kdv_A,3,76.404,0.314
6jv8_A,1,390.364,0.061
6jv8_A,2,384.944,0.062
6jv8_A,3,375.673,0.064
5n6y_C,1,351.241,0.068
5n6y_C,2,323.674,0.074
5n6y_C,3,331.004,0.073
3lur_B,1,329.941,0.073
3lur_B,2,304.845,0.079
3lur_B,3,318.221,0.075
1tov_A,1,311.334,0.077
1tov_A,2,309.201,0.078
1tov_A,3,328.367,0.073
1dlj_A,1,131.682,0.182
1dlj_A,2,146.858,0.163
1dlj_A,3,135.042,0.178
5fub_A,1,150.559,0.159
5fub_A,2,150.419,0.16
5fub_A,3,155.106,0.155
5hee_B,1,212.601,0.113
5hee_B,2,209.475,0.115
5hee_B,3,211.461,0.113
5muy_B,1,171.023,0.14
5muy_B,2,165.762,0.145
5muy_B,3,172.852,0.139
4ghn_A,1,154.045,0.156
4ghn_A,2,153.121,0.157
4ghn_A,3,154.923,0.155
1fn9_A,1,140.546,0.171
1fn9_A,2,147.485,0.163
1fn9_A,3,141.975,0.169
4reo_A,1,193.579,0.124
4reo_A,2,189.654,0.127
4reo_A,3,206.588,0.116
3ckf_A,1,173.813,0.138
3ckf_A,2,165.126,0.145
3ckf_A,3,181.809,0.132
4gjp_A,1,107.316,0.224
4gjp_A,2,105.649,0.227
4gjp_A,3,105.526,0.227
6anz_A,1,289.139,0.083
6anz_A,2,284.316,0.084
6anz_A,3,279.588,0.086
2xz3_A,1,92.073,0.261
2xz3_A,2,91.762,0.262
2xz3_A,3,92.208,0.26
1ikt_A,1,323.648,0.074
1ikt_A,2,311.695,0.077
1ikt_A,3,309.397,0.078
6ndw_B,1,250.266,0.096
6ndw_B,2,254.814,0.094
6ndw_B,3,267.566,0.09
7uhe_C,1,417.776,0.057
7uhe_C,2,447.021,0.054
7uhe_C,3,421.076,0.057
3bpj_B,1,264.059,0.091
3bpj_B,2,276.697,0.087
3bpj_B,3,276.141,0.087
7r79_C,1,350.949,0.068
7r79_C,2,365.285,0.066
7r79_C,3,352.059,0.068
2v6a_O,1,153.484,0.156
2v6a_O,2,156.336,0.154
2v6a_O,3,156.005,0.154
6odd_B,1,366.952,0.065
6odd_B,2,367.757,0.065
6odd_B,3,376.97,0.064
2gh0_D,1,258.04,0.093
2gh0_D,2,260.274,0.092
2gh0_D,3,261.071,0.092
3g06_A,1,84.995,0.282
3g06_A,2,84.642,0.284
3g06_A,3,81.782,0.293
1ypy_A,1,299.841,0.08
1ypy_A,2,299.824,0.08
1ypy_A,3,299.841,0.08
1vkm_D,1,214.624,0.112
1vkm_D,2,201.892,0.119
1vkm_D,3,207.034,0.116
3t4r_A,1,354.476,0.068
3t4r_A,2,352.674,0.068
3t4r_A,3,349.623,0.069
6xds_A,1,109.82,0.219
6xds_A,2,113.187,0.212
6xds_A,3,110.576,0.217
2wsi_A,1,180.312,0.133
2wsi_A,2,187.569,0.128
2wsi_A,3,181.475,0.132
2p54_A,1,198.44,0.121
2p54_A,2,199.399,0.12
2p54_A,3,199.597,0.12
6e6o_A,1,670.12,0.036
6e6o_A,2,655.427,0.037
6e6o_A,3,659.465,0.036
5uki_A,1,177.792,0.135
5uki_A,2,190.557,0.126
5uki_A,3,175.243,0.137
6l3r_A,1,94.105,0.255
6l3r_A,2,97.974,0.245
6l3r_A,3,101.662,0.236
6bn0_A,1,371.283,0.065
6bn0_A,2,375.269,0.064
6bn0_A,3,374.603,0.064
4xb5_A,1,145.69,0.165
4xb5_A,2,140.956,0.17
4xb5_A,3,143.916,0.167
3in9_A,1,137.196,0.175
3in9_A,2,141.163,0.17
3in9_A,3,150.558,0.159
3c2q_B,1,145.111,0.165
3c2q_B,2,132.571,0.181
3c2q_B,3,131.906,0.182
2yvq_A,1,280.439,0.086
2yvq_A,2,288.337,0.083
2yvq_A,3,288.956,0.083
5lpa_A,1,203.744,0.118
5lpa_A,2,201.284,0.119
5lpa_A,3,205.022,0.117
5x1e_B,1,202.06,0.119
5x1e_B,2,204.662,0.117
5x1e_B,3,206.717,0.116
5b1q_A,1,97.921,0.245
5b1q_A,2,98.668,0.243
5b1q_A,3,97.327,0.247
6j56_B,1,237.706,0.101
6j56_B,2,260.847,0.092
6j56_B,3,239.217,0.1
1esw_A,1,133.201,0.18
1esw_A,2,138.005,0.174
1esw_A,3,141.714,0.169
6xb3_A,1,212.599,0.113
6xb3_A,2,202.401,0.119
6xb3_A,3,210.35,0.114
1dd3_B,1,285.988,0.084
1dd3_B,2,270.187,0.089
1dd3_B,3,259.839,0.092
3pjy_B,1,297.683,0.081
3pjy_B,2,290.866,0.083
3pjy_B,3,324.849,0.074
5jou_A,1,65.168,0.368
5jou_A,2,59.064,0.406
5jou_A,3,63.557,0.378
6gu2_C,1,310.182,0.077
6gu2_C,2,293.383,0.082
6gu2_C,3,300.123,0.08
3nrl_A,1,330.215,0.073
3nrl_A,2,327.075,0.073
3nrl_A,3,371.211,0.065
3bzm_A,1,172.466,0.139
3bzm_A,2,156.613,0.153
3bzm_A,3,173.063,0.139
2psp_B,1,328.097,0.073
2psp_B,2,323.71,0.074
2psp_B,3,327.756,0.073
5iz3_B,1,202.478,0.119
5iz3_B,2,202.444,0.119
5iz3_B,3,203.332,0.118
5kwb_A,1,107.183,0.224
5kwb_A,2,109.961,0.218
5kwb_A,3,112.367,0.214
3p4h_A,1,244.483,0.098
3p4h_A,2,244.159,0.098
3p4h_A,3,244.043,0.098
5b5i_A,1,473.727,0.051
5b5i_A,2,440.585,0.054
5b5i_A,3,456.837,0.053
2fp1_A,1,212.95,0.113
2fp1_A,2,211.705,0.113
2fp1_A,3,215.259,0.111
2ftx_B,1,355.755,0.067
2ftx_B,2,378.564,0.063
2ftx_B,3,369.535,0.065
3owt_B,1,260.281,0.092
3owt_B,2,245.621,0.098
3owt_B,3,243.712,0.098
4xgl_A,1,126.157,0.19
4xgl_A,2,125.084,0.192
4xgl_A,3,133.46,0.18
5ngd_D,1,66.006,0.364
5ngd_D,2,67.942,0.353
5ngd_D,3,61.879,0.388
3g0m_A,1,305.789,0.078
3g0m_A,2,308.827,0.078
3g0m_A,3,324.251,0.074
2vfq_A,1,56.627,0.424
2vfq_A,2,54.313,0.442
2vfq_A,3,59.619,0.403
6hem_A,1,154.454,0.155
6hem_A,2,154.364,0.155
6hem_A,3,150.601,0.159
1xwl_A,1,113.32,0.212
1xwl_A,2,106.481,0.225
1xwl_A,3,112.526,0.213
3l32_B,1,507.502,0.047
3l32_B,2,514.34,0.047
3l32_B,3,512.437,0.047
4cdp_A,1,134.924,0.178
4cdp_A,2,134.778,0.178
4cdp_A,3,134.434,0.179
6bwr_A,1,190.021,0.126
6bwr_A,2,195.075,0.123
6bwr_A,3,195.458,0.123
4wkz_A,1,146.141,0.164
4wkz_A,2,147.56,0.163
4wkz_A,3,141.454,0.17
3bq9_B,1,125.153,0.192
3bq9_B,2,123.613,0.194
3bq9_B,3,122.8,0.195
3kby_A,1,262.289,0.092
3kby_A,2,267.058,0.09
3kby_A,3,258.475,0.093
6rrv_A,1,262.904,0.091
6rrv_A,2,258.985,0.093
6rrv_A,3,257.82,0.093
7k7p_B,1,334.447,0.072
7k7p_B,2,334.22,0.072
7k7p_B,3,330.006,0.073
2hba_A,1,534.613,0.045
2hba_A,2,527.816,0.045
2hba_A,3,545.477,0.044
1yd3_A,1,307.037,0.078
1yd3_A,2,313.795,0.076
1yd3_A,3,306.087,0.078
2nug_B,1,200.259,0.12
2nug_B,2,197.383,0.122
2nug_B,3,199.843,0.12
2pqx_A,1,222.369,0.108
2pqx_A,2,230.551,0.104
2pqx_A,3,221.894,0.108
6z2t_A,1,359.635,0.067
6z2t_A,2,366.468,0.065
6z2t_A,3,363.575,0.066
3wok_A,1,112.797,0.213
3wok_A,2,115.401,0.208
3wok_A,3,107.988,0.222
6lrd_A,1,89.313,0.269
6lrd_A,2,89.415,0.268
6lrd_A,3,86.352,0.278
2end_A,1,278.638,0.086
2end_A,2,285.942,0.084
2end_A,3,283.119,0.085
3kwr_A,1,328.412,0.073
3kwr_A,2,311.609,0.077
3kwr_A,3,331.859,0.072
3ehg_A,1,300.667,0.08
3ehg_A,2,324.614,0.074
3ehg_A,3,302.581,0.079
1xkn_A,1,175.766,0.137
1xkn_A,2,189.84,0.126
1xkn_A,3,175.086,0.137
2pag_A,1,309.559,0.078
2pag_A,2,305.192,0.079
2pag_A,3,311.488,0.077
3p3g_A,1,177.895,0.135
3p3g_A,2,177.337,0.135
3p3g_A,3,175.804,0.137
1s9u_A,1,185.217,0.13
1s9u_A,2,187.796,0.128
1s9u_A,3,185.614,0.129
2v9m_A,1,193.963,0.124
2v9m_A,2,194.049,0.124
2v9m_A,3,212.289,0.113
1ef1_D,1,199.814,0.12
1ef1_D,2,212.024,0.113
1ef1_D,3,198.353,0.121
1v0w_A,1,148.257,0.162
1v0w_A,2,155.589,0.154
1v0w_A,3,144.696,0.166
1vcl_A,1,149.658,0.16
1vcl_A,2,147.31,0.163
1vcl_A,3,146.278,0.164
1vbi_A,1,156.469,0.153
1vbi_A,2,163.665,0.147
1vbi_A,3,161.055,0.149
2vy8_A,1,289.299,0.083
2vy8_A,2,268.034,0.09
2vy8_A,3,271.919,0.088
6c62_D,1,268.553,0.089
6c62_D,2,270.641,0.089
6c62_D,3,272.428,0.088
3ajf_B,1,315.966,0.076
3ajf_B,2,311.876,0.077
3ajf_B,3,318.712,0.075
1fs1_A,1,371.354,0.065
1fs1_A,2,365.557,0.066
1fs1_A,3,390.276,0.061
7lp1_A,1,545.115,0.044
7lp1_A,2,538.018,0.045
7lp1_A,3,536.054,0.045
3ic3_C,1,240.52,0.1
3ic3_C,2,240.134,0.1
3ic3_C,3,233.491,0.103
5jfc_S,1,176.36,0.136
5jfc_S,2,163.97,0.146
5jfc_S,3,188.745,0.127
2lis_A,1,220.401,0.109
2lis_A,2,215.343,0.111
2lis_A,3,206.204,0.116
3gqv_A,1,153.103,0.157
3gqv_A,2,149.622,0.16
3gqv_A,3,152.527,0.157
3ouf_A,1,309.458,0.078
3ouf_A,2,309.184,0.078
3ouf_A,3,316.474,0.076
5dje_B,1,199.24,0.12
5dje_B,2,206.16,0.116
5dje_B,3,197.086,0.122
3ofg_B,1,368.521,0.065
3ofg_B,2,366.171,0.066
3ofg_B,3,371.017,0.065
2ad6_D,1,257.743,0.093
2ad6_D,2,257.049,0.093
2ad6_D,3,258.688,0.093
2dwk_A,1,262.318,0.091
2dwk_A,2,267.362,0.09
2dwk_A,3,273.208,0.088
5dpo_A,1,213.078,0.113
5dpo_A,2,214.988,0.112
5dpo_A,3,209.834,0.114
5t2p_B,1,185.451,0.129
5t2p_B,2,185.949,0.129
5t2p_B,3,186.399,0.129
2f60_K,1,353.57,0.068
2f60_K,2,346.124,0.069
2f60_K,3,339.612,0.071
2osa_A,1,208.507,0.115
2osa_A,2,192.319,0.125
2osa_A,3,205.307,0.117
4e40_A,1,117.567,0.204
4e40_A,2,123.468,0.194
4e40_A,3,120.936,0.198
3ot9_B,1,159.242,0.151
3ot9_B,2,160.536,0.149
3ot9_B,3,157.993,0.152
1j2l_A,1,361.977,0.066
1j2l_A,2,365.402,0.066
1j2l_A,3,366.375,0.066
4g6d_B,1,186.469,0.129
4g6d_B,2,181.683,0.132
4g6d_B,3,187.992,0.128
4byz_A,1,200.525,0.12
4byz_A,2,201.638,0.119
4byz_A,3,201.088,0.119
4qbu_A,1,122.747,0.196
4qbu_A,2,123.788,0.194
4qbu_A,3,124.208,0.193
3dgp_B,1,306.638,0.078
3dgp_B,2,303.666,0.079
3dgp_B,3,304.065,0.079
5n0s_A,1,133.918,0.179
5n0s_A,2,132.165,0.182
5n0s_A,3,128.745,0.186
1vct_A,1,182.393,0.132
1vct_A,2,181.709,0.132
1vct_A,3,186.31,0.129
1yu0_A,1,134.123,0.179
1yu0_A,2,133.142,0.18
1yu0_A,3,131.101,0.183
3bhg_A,1,98.466,0.244
3bhg_A,2,96.687,0.248
3bhg_A,3,99.936,0.24
2b7r_A,1,127.392,0.188
2b7r_A,2,134.203,0.179
2b7r_A,3,127.721,0.188
7onn_A,1,154.862,0.155
7onn_A,2,159.446,0.151
7onn_A,3,155.81,0.154
3ikw_A,1,133.793,0.179
3ikw_A,2,133.175,0.18
3ikw_A,3,134.87,0.178
4rhf_A,1,224.116,0.107
4rhf_A,2,234.6,0.102
4rhf_A,3,213.888,0.112
3c0f_B,1,340.712,0.07
3c0f_B,2,340.653,0.07
3c0f_B,3,347.147,0.069
5el3_B,1,267.117,0.09
5el3_B,2,267.158,0.09
5el3_B,3,268.041,0.09
5iff_A,1,176.857,0.136
5iff_A,2,177.462,0.135
5iff_A,3,169.141,0.142
5nir_A,1,323.222,0.074
5nir_A,2,323.321,0.074
5nir_A,3,317.257,0.076
4adn_B,1,138.809,0.173
4adn_B,2,136.806,0.175
4adn_B,3,138.131,0.174
2jh3_A,1,122.767,0.195
2jh3_A,2,128.087,0.187
2jh3_A,3,119.295,0.201
1lfp_A,1,228.741,0.105
1lfp_A,2,229.743,0.104
1lfp_A,3,218.329,0.11
5m45_B,1,100.636,0.238
5m45_B,2,102.667,0.234
5m45_B,3,95.496,0.251
2rjw_A,1,458.312,0.052
2rjw_A,2,466.687,0.051
2rjw_A,3,460.778,0.052
1w2w_A,1,174.491,0.138
1w2w_A,2,178.285,0.135
1w2w_A,3,178.564,0.134
5ezu_A,1,264.455,0.091
5ezu_A,2,266.131,0.09
5ezu_A,3,265.318,0.09
6a0p_A,1,137.499,0.175
6a0p_A,2,130.713,0.184
6a0p_A,3,137.073,0.175
3fyb_A,1,285.114,0.084
3fyb_A,2,292.131,0.082
3fyb_A,3,295.405,0.081
4q0y_A,1,336.174,0.071
4q0y_A,2,323.242,0.074
4q0y_A,3,325.172,0.074
1m5q_I,1,245.326,0.098
1m5q_I,2,252.238,0.095
1m5q_I,3,248.723,0.096
2glz_B,1,247.937,0.097
2glz_B,2,248.853,0.096
2glz_B,3,252.666,0.095
1qnx_A,1,264.184,0.091
1qnx_A,2,265.033,0.091
1qnx_A,3,256.817,0.093
3on9_B,1,240.622,0.1
3on9_B,2,254.854,0.094
3on9_B,3,277.248,0.087
2qwo_B,1,374.433,0.064
2qwo_B,2,366.076,0.066
2qwo_B,3,363.991,0.066
2oez_B,1,159.618,0.15
2oez_B,2,159.162,0.151
2oez_B,3,159.796,0.15
3nrl_B,1,332.658,0.072
3nrl_B,2,329.604,0.073
3nrl_B,3,330.542,0.073
1yoe_A,1,195.42,0.123
1yoe_A,2,193.357,0.124
1yoe_A,3,194.358,0.123
4f98_A,1,356.698,0.067
4f98_A,2,347.109,0.069
4f98_A,3,353.643,0.068
3tvj_I,1,541.404,0.044
3tvj_I,2,545.667,0.044
3tvj_I,3,551.122,0.044
2z0x_A,1,312.928,0.077
2z0x_A,2,314.953,0.076
2z0x_A,3,316.381,0.076
4qx8_B,1,328.33,0.073
4qx8_B,2,334.494,0.072
4qx8_B,3,338.408,0.071
2gqt_A,1,211.968,0.113
2gqt_A,2,220.735,0.109
2gqt_A,3,200.388,0.12
1bxy_A,1,500.857,0.048
1bxy_A,2,500.503,0.048
1bxy_A,3,524.895,0.046
4ebg_A,1,318.759,0.075
4ebg_A,2,300.527,0.08
4ebg_A,3,289.637,0.083
5nod_A,1,317.146,0.076
5nod_A,2,314.683,0.076
5nod_A,3,308.052,0.078
2pmk_A,1,196.578,0.122
2pmk_A,2,211.518,0.113
2pmk_A,3,195.323,0.123
1jif_A,1,306.318,0.078
1jif_A,2,326.129,0.074
1jif_A,3,309.732,0.077
3nyy_A,1,207.198,0.116
3nyy_A,2,224.834,0.107
3nyy_A,3,210.315,0.114
3ghd_A,1,402.656,0.06
3ghd_A,2,384.401,0.062
3ghd_A,3,401.944,0.06
2ims_A,1,283.872,0.085
2ims_A,2,282.951,0.085
2ims_A,3,273.683,0.088
1v30_A,1,268.575,0.089
1v30_A,2,269.242,0.089
1v30_A,3,289.073,0.083
1dzf_A,1,173.521,0.138
1dzf_A,2,190.593,0.126
1dzf_A,3,175.251,0.137
1gqv_A,1,173.517,0.138
1gqv_A,2,173.615,0.138
1gqv_A,3,173.14,0.139
6ro6_A,1,429.151,0.056
6ro6_A,2,440.787,0.054
6ro6_A,3,440.071,0.055
2bjq_A,1,183.663,0.131
2bjq_A,2,183.744,0.131
2bjq_A,3,186.689,0.129
6kty_A,1,158.595,0.151
6kty_A,2,156.134,0.154
6kty_A,3,152.993,0.157
3f0p_A,1,229.286,0.105
3f0p_A,2,228.537,0.105
3f0p_A,3,232.339,0.103
2bjf_A,1,156.845,0.153
2bjf_A,2,159.313,0.151
2bjf_A,3,160.179,0.15
4pz1_A,1,233.043,0.103
4pz1_A,2,233.45,0.103
4pz1_A,3,230.391,0.104
3mcb_B,1,403.833,0.059
3mcb_B,2,404.378,0.059
3mcb_B,3,414.55,0.058
1vkm_C,1,166.795,0.144
1vkm_C,2,177.726,0.135
1vkm_C,3,186.663,0.129
6dlm_A,1,359.816,0.067
6dlm_A,2,332.491,0.072
6dlm_A,3,357.024,0.067
4iaj_A,1,432.695,0.055
4iaj_A,2,424.737,0.057
4iaj_A,3,400.668,0.06
2zzd_E,1,184.468,0.13
2zzd_E,2,187.035,0.128
2zzd_E,3,186.514,0.129
3lpc_A,1,180.655,0.133
3lpc_A,2,180.807,0.133
3lpc_A,3,171.851,0.14
3oi8_B,1,192.5,0.125
3oi8_B,2,204.053,0.118
3oi8_B,3,188.541,0.127
1whi_A,1,225.264,0.107
1whi_A,2,226.608,0.106
1whi_A,3,226.661,0.106
5z51_A,1,264.917,0.091
5z51_A,2,262.963,0.091
5z51_A,3,260.351,0.092
2p84_A,1,162.523,0.148
2p84_A,2,165.382,0.145
2p84_A,3,164.702,0.146
2g7o_A,1,278.974,0.086
2g7o_A,2,276.265,0.087
2g7o_A,3,278.506,0.086
1uxy_A,1,196.142,0.122
1uxy_A,2,193.92,0.124
1uxy_A,3,204.543,0.117
3bk5_A,1,215.978,0.111
3bk5_A,2,219.761,0.109
3bk5_A,3,216.891,0.111
6b1z_A,1,70.099,0.342
6b1z_A,2,70.191,0.342
6b1z_A,3,71.938,0.334
1zdy_A,1,228.457,0.105
1zdy_A,2,223.967,0.107
1zdy_A,3,233.086,0.103
3zcb_B,1,406.461,0.059
3zcb_B,2,411.142,0.058
3zcb_B,3,415.303,0.058
5o5s_A,1,262.983,0.091
5o5s_A,2,267.462,0.09
5o5s_A,3,261.839,0.092
4cv7_A,1,359.623,0.067
4cv7_A,2,343.508,0.07
4cv7_A,3,347.653,0.069
1kpt_A,1,300.171,0.08
1kpt_A,2,299.182,0.08
1kpt_A,3,296.62,0.081
1z21_A,1,302.706,0.079
1z21_A,2,319.774,0.075
1z21_A,3,302.367,0.079
5jca_S,1,193.801,0.124
5jca_S,2,192.236,0.125
5jca_S,3,195.004,0.123
4u5h_B,1,464.299,0.052
4u5h_B,2,466.203,0.051
4u5h_B,3,437.439,0.055
1w6s_D,1,287.82,0.083
1w6s_D,2,293.648,0.082
1w6s_D,3,298.228,0.08
6jpt_A,1,308.158,0.078
6jpt_A,2,319.034,0.075
6jpt_A,3,319.589,0.075
3mmy_D,1,342.935,0.07
3mmy_D,2,355.238,0.068
3mmy_D,3,350.865,0.068
3txs_B,1,258.413,0.093
3txs_B,2,250.41,0.096
3txs_B,3,241.188,0.1
1vzy_A,1,159.709,0.15
1vzy_A,2,172.376,0.139
1vzy_A,3,178.79,0.134
1xo7_B,1,299.075,0.08
1xo7_B,2,299.846,0.08
1xo7_B,3,296.279,0.081
8dkp_B,1,175.532,0.137
8dkp_B,2,162.935,0.147
8dkp_B,3,168.06,0.143
4jnu_A,1,337.693,0.071
4jnu_A,2,344.478,0.07
4jnu_A,3,355.806,0.067
3q1p_A,1,200.667,0.12
3q1p_A,2,196.32,0.122
3q1p_A,3,184.006,0.13
6j56_A,1,269.826,0.089
6j56_A,2,273.83,0.088
6j56_A,3,271.128,0.089
1w9g_A,1,268.484,0.089
1w9g_A,2,282.997,0.085
1w9g_A,3,270.784,0.089
2rku_A,1,160.269,0.15
2rku_A,2,164.541,0.146
2rku_A,3,158.241,0.152
6idx_A,1,71.822,0.334
6idx_A,2,73.606,0.326
6idx_A,3,73.508,0.326
4gip_A,1,162.541,0.148
4gip_A,2,157.925,0.152
4gip_A,3,155.96,0.154
3kz5_B,1,377.004,0.064
3kz5_B,2,396.671,0.061
3kz5_B,3,391.112,0.061
1z7k_B,1,451.747,0.053
1z7k_B,2,462.299,0.052
1z7k_B,3,467.288,0.051
1sei_B,1,314.824,0.076
1sei_B,2,300.296,0.08
1sei_B,3,308.504,0.078
4af1_A,1,100.472,0.239
4af1_A,2,99.977,0.24
4af1_A,3,97.717,0.246
3rlk_A,1,139.849,0.172
3rlk_A,2,139.88,0.172
3rlk_A,3,147.838,0.162
2pbk_B,1,229.957,0.104
2pbk_B,2,244.921,0.098
2pbk_B,3,229.94,0.104
5vap_A,1,345.545,0.069
5vap_A,2,347.695,0.069
5vap_A,3,347.997,0.069
6e33_A,1,331.941,0.072
6e33_A,2,329.945,0.073
6e33_A,3,334.749,0.072
1gnt_A,1,117.553,0.204
1gnt_A,2,116.449,0.206
1gnt_A,3,116.99,0.205
1x3o_A,1,466.279,0.051
1x3o_A,2,449.633,0.053
1x3o_A,3,428.279,0.056
6mm7_C,1,181.678,0.132
6mm7_C,2,196.664,0.122
6mm7_C,3,176.791,0.136
1mlw_A,1,197.679,0.121
1mlw_A,2,195.553,0.123
1mlw_A,3,195.013,0.123
3hgl_A,1,339.039,0.071
3hgl_A,2,332.625,0.072
3hgl_A,3,336.316,0.071
1dci_C,1,161.857,0.148
1dci_C,2,164.487,0.146
1dci_C,3,160.454,0.15
4uhv_B,1,51.834,0.463
4uhv_B,2,50.369,0.476
4uhv_B,3,47.63,0.504
2gwn_A,1,151.465,0.158
2gwn_A,2,151.873,0.158
2gwn_A,3,152.782,0.157
2jlq_A,1,116.651,0.206
2jlq_A,2,125.278,0.192
2jlq_A,3,115.896,0.207
2qp2_A,1,105.784,0.227
2qp2_A,2,108.154,0.222
2qp2_A,3,107.121,0.224
1btk_A,1,229.628,0.105
1btk_A,2,227.076,0.106
