,CYS,ASP,GLU,PHE,HIS,ILE,LYS,LEU,MET,ASN,PRO,GLN,ARG,SER,THR,VAL,TRP,TYR
105.0,9.069379375090254e-05,2.9263695702225606e-05,0.0007000244763664454,0.0001602721049464363,0.00014265104293631958,7.211049621072928e-05,0.0012064847245201848,0.00012208468403118497,0.0006587555817039531,0.00011525908804116697,8.186528846512432e-07,0.0007358887933653353,0.0010039712132658347,0.0004027311943871779,3.551682905750175e-05,5.493803095758045e-05,0.00010441774840678454,0.0001602721049464363
115.0,5.508516757104711e-06,1.0174761890312288e-05,0.00011284301545668211,1.3328413686145005e-05,1.5954392959983333e-05,1.3879007638885134e-05,0.00013981584401012457,7.189211539383664e-06,4.751359642121933e-05,2.0278442397928805e-05,8.186528846512434e-07,0.0001229001859690569,7.458372801571716e-05,6.786799585271035e-05,0.00011633048357964342,0.00011885631697553465,9.676644787697793e-06,1.3328413686145005e-05
125.0,1.7115748495289635e-05,3.3315592030226072e-06,7.991727589757078e-05,1.5563613496864977e-05,1.2083106432928554e-05,3.620610688404817e-07,6.688063216368746e-05,5.276485533492597e-07,1.7398271346794567e-05,4.100420337816486e-06,8.186528846512432e-07,6.48790899572703e-05,2.5860077131744723e-05,0.00018444336603770788,0.0001569946791672179,0.0001563620881100367,2.20537485859159e-05,1.5563613496864977e-05
135.0,6.728259753320752e-05,1.0264804030934519e-05,0.00036590366950761975,0.00011424354588124006,4.375726892701271e-05,1.2672137409416861e-06,0.0008394820145802129,1.3652906317912095e-05,0.00019235687382980712,7.977181384479346e-06,8.186528846512432e-07,0.0003224399391876361,0.0004965755727109571,0.000345070258596748,2.831051591539995e-05,0.00022820412859302653,0.00011566966095061856,0.00011424354588124006
145.0,0.0002301773073504439,6.420004626365084e-05,0.0019572929756152863,0.0008523561944878742,0.00040660239705368875,1.85858015338114e-05,0.005962914932705966,0.00021824863287908753,0.002150783147884925,0.00010325603941592348,8.186528846512434e-07,0.0019063761104444429,0.0048684901012948315,0.0008941026472099675,3.7061039016523576e-05,0.0006455218637515475,0.0008744986429068194,0.0008523561944878742
155.0,0.0011260982113452482,0.0007729217351012363,0.008477034685037747,0.006329671938068066,0.004813416893684372,0.00020667652679644166,0.022192540974632365,0.0037682021437437244,0.01152843615554131,0.0011749568095270374,8.186528846512432e-07,0.009335342599151718,0.02044771821752421,0.004635795980567179,0.00022493991736417777,0.005317367496336568,0.007574337448007714,0.006329671938068066
165.0,0.010366831804129721,0.010942551223398043,0.04172091456434047,0.041152429285521694,0.03273536424934932,0.0021020662221763386,0.05187631027780235,0.030131964243631952,0.04425129093343601,0.011448671795571812,8.186528846512432e-07,0.042662068012402764,0.05083209230834675,0.032071119929374295,0.0013419184543899366,0.13325853309118343,0.043791768505851786,0.041152429285521694
175.0,0.09631503836878656,0.07999100659099466,0.09151456739605505,0.10787206742819652,0.08690228802418686,0.016506364128437506,0.07899513225013116,0.11411336542359929,0.07998477857108749,0.06516641481387933,8.186528846512432e-07,0.08152458806940795,0.08111340324072233,0.10242784772498958,0.009554027016467955,0.3935808080327854,0.10146232105802186,0.10787206742819652
185.0,0.13392423979517762,0.1539117322298009,0.10662201979260956,0.11309258354907845,0.1133646430474392,0.05167939009606082,0.08492557982977855,0.11149457969725772,0.09042177435286823,0.13048014654753184,8.186528846512434e-07,0.09615242872497407,0.08796230611240445,0.05498955119377835,0.03432264002252487,0.16338570406784425,0.11015712395714466,0.11309258354907845
195.0,0.03331905053631313,0.10268531775556278,0.06994812882453123,0.05334312626801022,0.07703097662704893,0.05440661509710176,0.06608128487381715,0.055014484942130445,0.0670158692362394,0.09540597106191719,8.186528846512432e-07,0.07265684095084823,0.06685082445133972,0.012697582717477524,0.023548687138429662,0.013040386848257967,0.05990428223037211,0.05334312626801022
205.0,0.005913786204234546,0.03659339607529719,0.021996580828925534,0.014960854614574123,0.023894167003546782,0.022706659932330755,0.036414658756089485,0.0245621720705463,0.029596243608003173,0.03708695999980317,8.186528846512432e-07,0.027637880082497675,0.03514642048112403,0.0022519997779516625,0.0023147707285736834,0.0011927891721366746,0.018524023620914952,0.014960854614574123
215.0,0.0010428802617647042,0.010169899614718666,0.007290505813770287,0.004309879160958946,0.004849548901270207,0.004875152291937045,0.01460810913387806,0.008579961213873931,0.012001208638545134,0.011049589067056687,8.186528846512432e-07,0.007855916590126062,0.013709718166622743,0.0005488533173840425,0.0002599420097686703,0.00023454313216505302,0.0047273785361666674,0.004309879160958946
225.0,0.0004019249905273083,0.0018330778987873954,0.0025922130482464436,0.001442614514874281,0.0008207127437355972,0.0007657591605976013,0.004790536792424844,0.0026514339805800004,0.004114668301118094,0.0032909973631314944,8.186528846512432e-07,0.0022557637167143316,0.004278514691089096,0.00020002256297486882,5.0958928647719895e-05,2.3771263395106934e-05,0.0010095215934328293,0.001442614514874281
235.0,0.0002478832540697111,0.0004819055366101799,0.00122716284557232,0.0006308230576920638,0.00020576474449860737,0.00019822843519016377,0.0019798052535191166,0.0012663565280381978,0.0014256366166244846,0.0010998818407964713,8.186528846512432e-07,0.0008257371950561558,0.0015148370944958359,0.00010027988833118152,4.1178932240581745e-05,1.2149756846387986e-05,0.00039111648002368855,0.0006308230576920638
245.0,0.00016112411514531273,0.0004890188657193351,0.001482251982451093,0.0006057391487050986,0.00013725470414103285,0.00014090209929042082,0.002684304512150372,0.0023255450428176653,0.0017163600535201762,0.0009703831112185225,8.186528846512432e-07,0.0010748683315420762,0.0020496681036751433,6.285400143615127e-05,7.206313142101806e-05,2.1130011906761714e-06,0.0008299410692332337,0.0006057391487050986
255.0,0.0005046194814990469,0.001367469989629832,0.003574191690162741,0.001976992839992703,0.0006673863349216459,0.00043930076352644736,0.008603848560526286,0.008274848437899706,0.00553568469318687,0.002410972605539022,8.186528846512432e-07,0.0034886811665523288,0.007188604708373301,0.00021560175991203436,0.00010346206725446164,2.4827763990445012e-05,0.0028476340265936526,0.001976992839992703
265.0,0.0017387239678318192,0.006932344406505674,0.011572385687373444,0.01263988935926505,0.006270780303551074,0.0017626339701383809,0.027347864870982286,0.02891250248077261,0.018519750804300246,0.011367483472883045,8.186528846512432e-07,0.013771354427030159,0.024850690135317897,0.001181153827557978,0.00015493573255518882,0.00012519532054756317,0.012347848825604113,0.01263988935926505
275.0,0.010906863179067316,0.044816854736185074,0.047621771110509845,0.05532094695978469,0.041367042775839115,0.010544123477306861,0.06536283628662422,0.060661445716143396,0.05737632726242943,0.05917935380208494,8.186528846512432e-07,0.054835075799885634,0.06591696635782422,0.006388545171612902,0.000703645004660931,0.0010675938515891227,0.05393109193735206,0.05532094695978469
285.0,0.15078207166659,0.12106327882512298,0.145721951485182,0.1289520712727402,0.13035090983445205,0.10659832160557191,0.10602856614148437,0.13267320541945196,0.1324005247355235,0.1337591408620381,8.186528846512434e-07,0.13580864849965651,0.11240964573563987,0.05863024835388772,0.018982458289602162,0.015377894415443485,0.13562537792361262,0.1289520712727402
295.0,0.24099564079591781,0.14470987566891183,0.17392264209551908,0.17957330366754076,0.1733580876689201,0.2719407499129547,0.12168649708961121,0.21377562418020746,0.152964153095761,0.14830750677370802,8.186528846512432e-07,0.1606255857508121,0.12853328079356763,0.1644960846075744,0.22113961665502505,0.113309160599712,0.15533557816489862,0.17957330366754076
305.0,0.11672822434142734,0.06774131361218363,0.11204054764999183,0.11694822043739221,0.115932361820293,0.21691350180034882,0.101329963779072,0.12680403864840983,0.1118318491992862,0.08773885600807381,8.186528846512432e-07,0.11883400322973602,0.10223178858800756,0.04678003069280867,0.19312250063183922,0.07347697515427551,0.09028624640473266,0.11694822043739221
315.0,0.017675846609842377,0.008101271476063494,0.03743656093119116,0.02678853859076612,0.03720458857726465,0.053724129982337436,0.05953066326016801,0.031458472706751985,0.05027761907721521,0.018614342718648754,2.5269282025871645e-05,0.052151046124153326,0.05329451437945276,0.005470984193382591,0.023290804075273022,0.004257169148914795,0.0280186124636535,0.02678853859076612
325.0,0.0023177084255517934,0.0006175090003872622,0.006749578708854226,0.0031346607715893064,0.005180015996625163,0.006362318132199321,0.02379621670202599,0.0040887486399033965,0.012212488610307787,0.0020251603282990223,0.12432740009060073,0.010689976876909554,0.01883682513710432,0.0007436828147131927,0.0018515077408671468,0.0006064313417240465,0.005612228938613827,0.0031346607715893064
335.0,0.0003505777450414443,5.123397801405037e-05,0.0014317773926716727,0.0003134246845698388,0.0004489519254254074,0.0006848988552232342,0.0061163522590416495,0.00032569106955482774,0.0028186724408393034,0.00019786391957390438,0.32290635767714887,0.002216073248090475,0.0042992464470110806,0.00023637402249492785,0.00034332934755584567,0.0002746901547879023,0.0007455517251544756,0.0003134246845698388
345.0,8.85297335963257e-05,1.1075183296534614e-05,0.00024599064926807335,1.4073480289718328e-05,4.856704915759633e-05,0.00010198053439006902,0.000728252247220697,6.549437668447686e-05,0.00042063866202687877,1.1033858363578907e-05,0.06808471010134967,0.00035229802741797134,0.0004355002567069669,7.001685060266423e-05,5.867997844282898e-05,0.000343890943782545,6.233559549284302e-05,1.4073480289718328e-05
355.0,3.5411893438530275e-05,1.71080067182242e-06,4.4290190914075176e-05,2.731910879768851e-06,7.038702776463234e-07,1.5085877868353406e-05,1.415555441984439e-05,1.0289146790310565e-05,5.1966090052476296e-05,0.0,0.014869410258717138,5.2666286615313616e-05,1.3807372440995603e-05,8.729722421687676e-06,9.779996407138167e-06,0.0006127703452960652,1.3277256801724881e-05,2.731910879768851e-06
